route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible,bikes_allowed
24-10493,2019-COMBNXT-Weekday-01,35951412-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240085,1,1
24-10493,2019-COMBNXT-Weekday-01,35951413-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240085,1,1
28-10493,2019-COMBNXT-Weekday-01,35951414-2019-COMBNXT-Weekday-01,Gungahlin Place,0,280046,1,1
21-10493,2019-COMBNXT-Weekday-01,35951415-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,2,0
22-10493,2019-COMBNXT-Weekday-01,35951416-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
21-10493,2019-COMBNXT-Weekday-01,35951417-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
18-10493,2019-COMBNXT-Weekday-01,35951418-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180094,1,1
25-10493,2019-COMBNXT-Weekday-01,35951419-2019-COMBNXT-Weekday-01,Taylor Loop,1,250114,1,1
22-10493,2019-COMBNXT-Weekday-01,35951420-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
21-10493,2019-COMBNXT-Weekday-01,35951421-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,2,0
24-10493,2019-COMBNXT-Weekday-01,35951422-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
23-10493,2019-COMBNXT-Weekday-01,35951423-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,2,0
28-10493,2019-COMBNXT-Weekday-01,35951424-2019-COMBNXT-Weekday-01,Casey,1,280026,1,1
18-10493,2019-COMBNXT-Weekday-01,35951425-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,2,0
19-10493,2019-COMBNXT-Weekday-01,35951426-2019-COMBNXT-Weekday-01,Bonner Loop,1,190097,2,0
22-10493,2019-COMBNXT-Weekday-01,35951427-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
20-10493,2019-COMBNXT-Weekday-01,35951428-2019-COMBNXT-Weekday-01,Bonner Loop,0,200057,1,1
21-10493,2019-COMBNXT-Weekday-01,35951429-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
24-10493,2019-COMBNXT-Weekday-01,35951430-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,2,0
26-10493,2019-COMBNXT-Weekday-01,35951431-2019-COMBNXT-Weekday-01,Taylor Loop,0,260106,1,1
23-10493,2019-COMBNXT-Weekday-01,35951432-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
27-10493,2019-COMBNXT-Weekday-01,35951433-2019-COMBNXT-Weekday-01,Casey,1,270124,1,1
22-10493,2019-COMBNXT-Weekday-01,35951434-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
21-10493,2019-COMBNXT-Weekday-01,35951435-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
19-10493,2019-COMBNXT-Weekday-01,35951436-2019-COMBNXT-Weekday-01,Bonner Loop,1,190071,1,1
24-10493,2019-COMBNXT-Weekday-01,35951437-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
18-10493,2019-COMBNXT-Weekday-01,35951438-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,2,0
20-10493,2019-COMBNXT-Weekday-01,35951439-2019-COMBNXT-Weekday-01,Bonner Loop,0,200057,1,1
23-10493,2019-COMBNXT-Weekday-01,35951440-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
22-10493,2019-COMBNXT-Weekday-01,35951441-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,2,0
25-10493,2019-COMBNXT-Weekday-01,35951442-2019-COMBNXT-Weekday-01,Taylor Loop,1,250114,1,1
21-10493,2019-COMBNXT-Weekday-01,35951443-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
20-10493,2019-COMBNXT-Weekday-01,35951444-2019-COMBNXT-Weekday-01,Bonner Loop,0,200057,1,1
24-10493,2019-COMBNXT-Weekday-01,35951445-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
26-10493,2019-COMBNXT-Weekday-01,35951446-2019-COMBNXT-Weekday-01,Taylor Loop,0,260106,2,0
23-10493,2019-COMBNXT-Weekday-01,35951447-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,0
18-10493,2019-COMBNXT-Weekday-01,35951448-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
22-10493,2019-COMBNXT-Weekday-01,35951449-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,2,0
19-10493,2019-COMBNXT-Weekday-01,35951450-2019-COMBNXT-Weekday-01,Bonner Loop,1,190071,1,1
21-10493,2019-COMBNXT-Weekday-01,35951451-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
25-10493,2019-COMBNXT-Weekday-01,35951452-2019-COMBNXT-Weekday-01,Taylor Loop,1,250114,2,0
24-10493,2019-COMBNXT-Weekday-01,35951453-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
28-10493,2019-COMBNXT-Weekday-01,35951454-2019-COMBNXT-Weekday-01,Casey,1,280026,1,1
19-10493,2019-COMBNXT-Weekday-01,35951455-2019-COMBNXT-Weekday-01,Bonner Loop,1,190071,1,1
23-10493,2019-COMBNXT-Weekday-01,35951456-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230062,2,0
22-10493,2019-COMBNXT-Weekday-01,35951457-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
21-10493,2019-COMBNXT-Weekday-01,35951458-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,2,0
24-10493,2019-COMBNXT-Weekday-01,35951459-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
18-10493,2019-COMBNXT-Weekday-01,35951460-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
20-10493,2019-COMBNXT-Weekday-01,35951461-2019-COMBNXT-Weekday-01,Bonner Loop,0,200057,2,0
26-10493,2019-COMBNXT-Weekday-01,35951462-2019-COMBNXT-Weekday-01,Taylor Loop,0,260106,1,1
23-10493,2019-COMBNXT-Weekday-01,35951463-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
22-10493,2019-COMBNXT-Weekday-01,35951464-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
21-10493,2019-COMBNXT-Weekday-01,35951465-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
27-10493,2019-COMBNXT-Weekday-01,35951466-2019-COMBNXT-Weekday-01,Casey,1,270124,1,1
19-10493,2019-COMBNXT-Weekday-01,35951467-2019-COMBNXT-Weekday-01,Bonner Loop,1,190071,2,0
24-10493,2019-COMBNXT-Weekday-01,35951468-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
28-10493,2019-COMBNXT-Weekday-01,35951469-2019-COMBNXT-Weekday-01,Casey,1,280026,1,1
25-10493,2019-COMBNXT-Weekday-01,35951470-2019-COMBNXT-Weekday-01,Taylor Loop,1,250114,1,1
23-10493,2019-COMBNXT-Weekday-01,35951471-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
18-10493,2019-COMBNXT-Weekday-01,35951472-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
22-10493,2019-COMBNXT-Weekday-01,35951473-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
20-10493,2019-COMBNXT-Weekday-01,35951474-2019-COMBNXT-Weekday-01,Bonner Loop,0,200057,1,1
24-10493,2019-COMBNXT-Weekday-01,35951475-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
25-10493,2019-COMBNXT-Weekday-01,35951476-2019-COMBNXT-Weekday-01,Taylor Loop,1,250114,1,0
26-10493,2019-COMBNXT-Weekday-01,35951477-2019-COMBNXT-Weekday-01,Taylor Loop,0,260106,1,1
21-10493,2019-COMBNXT-Weekday-01,35951478-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
23-10493,2019-COMBNXT-Weekday-01,35951479-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
27-10493,2019-COMBNXT-Weekday-01,35951480-2019-COMBNXT-Weekday-01,Casey,1,270124,1,1
18-10493,2019-COMBNXT-Weekday-01,35951481-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,2,0
22-10493,2019-COMBNXT-Weekday-01,35951482-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
24-10493,2019-COMBNXT-Weekday-01,35951483-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
19-10493,2019-COMBNXT-Weekday-01,35951484-2019-COMBNXT-Weekday-01,Bonner Loop,1,190071,2,0
19-10493,2019-COMBNXT-Weekday-01,35951485-2019-COMBNXT-Weekday-01,Bonner Loop,1,190097,2,0
21-10493,2019-COMBNXT-Weekday-01,35951486-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
23-10493,2019-COMBNXT-Weekday-01,35951487-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,2,0
25-10493,2019-COMBNXT-Weekday-01,35951488-2019-COMBNXT-Weekday-01,Taylor Loop,1,250114,2,0
18-10493,2019-COMBNXT-Weekday-01,35951489-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
22-10493,2019-COMBNXT-Weekday-01,35951490-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
28-10493,2019-COMBNXT-Weekday-01,35951491-2019-COMBNXT-Weekday-01,Casey,1,280026,1,1
24-10493,2019-COMBNXT-Weekday-01,35951492-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
21-10493,2019-COMBNXT-Weekday-01,35951493-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
20-10493,2019-COMBNXT-Weekday-01,35951494-2019-COMBNXT-Weekday-01,Bonner Loop,0,200057,1,1
23-10493,2019-COMBNXT-Weekday-01,35951495-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
20-10493,2019-COMBNXT-Weekday-01,35951496-2019-COMBNXT-Weekday-01,Bonner Loop,0,200058,1,1
18-10493,2019-COMBNXT-Weekday-01,35951497-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
22-10493,2019-COMBNXT-Weekday-01,35951498-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
24-10493,2019-COMBNXT-Weekday-01,35951499-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
26-10493,2019-COMBNXT-Weekday-01,35951500-2019-COMBNXT-Weekday-01,Taylor Loop,0,260106,1,1
21-10493,2019-COMBNXT-Weekday-01,35951501-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
23-10493,2019-COMBNXT-Weekday-01,35951502-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
18-10493,2019-COMBNXT-Weekday-01,35951503-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
22-10493,2019-COMBNXT-Weekday-01,35951504-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,2,0
24-10493,2019-COMBNXT-Weekday-01,35951505-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
21-10493,2019-COMBNXT-Weekday-01,35951506-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,2,0
23-10493,2019-COMBNXT-Weekday-01,35951507-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
27-10493,2019-COMBNXT-Weekday-01,35951508-2019-COMBNXT-Weekday-01,Casey,1,270124,1,1
18-10493,2019-COMBNXT-Weekday-01,35951509-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
22-10493,2019-COMBNXT-Weekday-01,35951510-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
24-10493,2019-COMBNXT-Weekday-01,35951511-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,2,0
19-10493,2019-COMBNXT-Weekday-01,35951512-2019-COMBNXT-Weekday-01,Bonner Loop,1,190071,2,0
21-10493,2019-COMBNXT-Weekday-01,35951513-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
23-10493,2019-COMBNXT-Weekday-01,35951514-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
18-10493,2019-COMBNXT-Weekday-01,35951515-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
22-10493,2019-COMBNXT-Weekday-01,35951516-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,2,0
24-10493,2019-COMBNXT-Weekday-01,35951517-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
25-10493,2019-COMBNXT-Weekday-01,35951518-2019-COMBNXT-Weekday-01,Taylor Loop,1,250114,1,1
21-10493,2019-COMBNXT-Weekday-01,35951519-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
23-10493,2019-COMBNXT-Weekday-01,35951520-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,2,0
28-10493,2019-COMBNXT-Weekday-01,35951521-2019-COMBNXT-Weekday-01,Casey,1,280026,1,1
18-10493,2019-COMBNXT-Weekday-01,35951522-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
22-10493,2019-COMBNXT-Weekday-01,35951523-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
24-10493,2019-COMBNXT-Weekday-01,35951524-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
26-10493,2019-COMBNXT-Weekday-01,35951525-2019-COMBNXT-Weekday-01,Taylor Loop,0,260106,1,1
21-10493,2019-COMBNXT-Weekday-01,35951526-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,2,0
23-10493,2019-COMBNXT-Weekday-01,35951527-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
18-10493,2019-COMBNXT-Weekday-01,35951528-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
22-10493,2019-COMBNXT-Weekday-01,35951529-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
24-10493,2019-COMBNXT-Weekday-01,35951530-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
20-10493,2019-COMBNXT-Weekday-01,35951531-2019-COMBNXT-Weekday-01,Bonner Loop,0,200057,1,1
21-10493,2019-COMBNXT-Weekday-01,35951532-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
23-10493,2019-COMBNXT-Weekday-01,35951533-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
19-10493,2019-COMBNXT-Weekday-01,35951534-2019-COMBNXT-Weekday-01,Bonner Loop,1,190071,1,1
18-10493,2019-COMBNXT-Weekday-01,35951535-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
22-10493,2019-COMBNXT-Weekday-01,35951536-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
24-10493,2019-COMBNXT-Weekday-01,35951537-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,2,0
21-10493,2019-COMBNXT-Weekday-01,35951538-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
23-10493,2019-COMBNXT-Weekday-01,35951539-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
18-10493,2019-COMBNXT-Weekday-01,35951540-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,2,0
22-10493,2019-COMBNXT-Weekday-01,35951541-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,0
24-10493,2019-COMBNXT-Weekday-01,35951542-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
26-10493,2019-COMBNXT-Weekday-01,35951543-2019-COMBNXT-Weekday-01,Taylor Loop,0,260106,1,1
21-10493,2019-COMBNXT-Weekday-01,35951544-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,2,0
23-10493,2019-COMBNXT-Weekday-01,35951545-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
26-10493,2019-COMBNXT-Weekday-01,35951546-2019-COMBNXT-Weekday-01,Taylor Loop,0,260106,2,0
18-10493,2019-COMBNXT-Weekday-01,35951547-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
22-10493,2019-COMBNXT-Weekday-01,35951548-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,2,0
24-10493,2019-COMBNXT-Weekday-01,35951549-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,2,0
21-10493,2019-COMBNXT-Weekday-01,35951550-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,2,0
23-10493,2019-COMBNXT-Weekday-01,35951551-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,0
18-10493,2019-COMBNXT-Weekday-01,35951552-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
22-10493,2019-COMBNXT-Weekday-01,35951553-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,2,0
27-10493,2019-COMBNXT-Weekday-01,35951554-2019-COMBNXT-Weekday-01,Casey,1,270124,2,0
24-10493,2019-COMBNXT-Weekday-01,35951555-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,0
25-10493,2019-COMBNXT-Weekday-01,35951556-2019-COMBNXT-Weekday-01,Taylor Loop,1,250114,2,0
21-10493,2019-COMBNXT-Weekday-01,35951557-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,2,0
22-10493,2019-COMBNXT-Weekday-01,35951558-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
23-10493,2019-COMBNXT-Weekday-01,35951559-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,2,0
24-10493,2019-COMBNXT-Weekday-01,35951560-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240086,2,0
28-10493,2019-COMBNXT-Weekday-01,35951561-2019-COMBNXT-Weekday-01,Casey,1,280026,1,1
21-10493,2019-COMBNXT-Weekday-01,35951562-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
18-10493,2019-COMBNXT-Weekday-01,35951563-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180092,1,1
20-10493,2019-COMBNXT-Weekday-01,35951564-2019-COMBNXT-Weekday-01,Bonner Loop,0,200057,2,0
22-10493,2019-COMBNXT-Weekday-01,35951565-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,2,0
26-10493,2019-COMBNXT-Weekday-01,35951566-2019-COMBNXT-Weekday-01,Taylor Loop,0,260106,2,0
21-10493,2019-COMBNXT-Weekday-01,35951567-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,0
18-10493,2019-COMBNXT-Weekday-01,35951568-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
24-10493,2019-COMBNXT-Weekday-01,35951569-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,2,0
22-10493,2019-COMBNXT-Weekday-01,35951570-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,2,0
25-10493,2019-COMBNXT-Weekday-01,35951571-2019-COMBNXT-Weekday-01,Taylor Loop,1,250114,2,0
23-10493,2019-COMBNXT-Weekday-01,35951572-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
21-10493,2019-COMBNXT-Weekday-01,35951573-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
25-10493,2019-COMBNXT-Weekday-01,35951574-2019-COMBNXT-Weekday-01,Taylor Loop,1,250114,1,1
24-10493,2019-COMBNXT-Weekday-01,35951575-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,2,0
22-10493,2019-COMBNXT-Weekday-01,35951576-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,2,0
18-10493,2019-COMBNXT-Weekday-01,35951577-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180092,1,1
19-10493,2019-COMBNXT-Weekday-01,35951578-2019-COMBNXT-Weekday-01,Bonner Loop,1,190071,1,1
23-10493,2019-COMBNXT-Weekday-01,35951579-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,2,0
21-10493,2019-COMBNXT-Weekday-01,35951580-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,2,0
28-10493,2019-COMBNXT-Weekday-01,35951581-2019-COMBNXT-Weekday-01,Casey,1,280026,1,1
27-10493,2019-COMBNXT-Weekday-01,35951582-2019-COMBNXT-Weekday-01,Casey,1,270124,1,1
24-10493,2019-COMBNXT-Weekday-01,35951583-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
22-10493,2019-COMBNXT-Weekday-01,35951584-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
26-10493,2019-COMBNXT-Weekday-01,35951585-2019-COMBNXT-Weekday-01,Taylor Loop,0,260106,1,0
19-10493,2019-COMBNXT-Weekday-01,35951586-2019-COMBNXT-Weekday-01,Bonner Loop,1,190071,1,1
23-10493,2019-COMBNXT-Weekday-01,35951587-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,0
21-10493,2019-COMBNXT-Weekday-01,35951588-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,0
18-10493,2019-COMBNXT-Weekday-01,35951589-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180092,1,1
20-10493,2019-COMBNXT-Weekday-01,35951590-2019-COMBNXT-Weekday-01,Bonner Loop,0,200057,2,0
24-10493,2019-COMBNXT-Weekday-01,35951591-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,2,0
22-10493,2019-COMBNXT-Weekday-01,35951592-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
25-10493,2019-COMBNXT-Weekday-01,35951593-2019-COMBNXT-Weekday-01,Taylor Loop,1,250114,2,0
28-10493,2019-COMBNXT-Weekday-01,35951594-2019-COMBNXT-Weekday-01,Casey,1,280026,1,1
27-10493,2019-COMBNXT-Weekday-01,35951595-2019-COMBNXT-Weekday-01,Casey,1,270124,2,0
23-10493,2019-COMBNXT-Weekday-01,35951596-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
21-10493,2019-COMBNXT-Weekday-01,35951597-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
24-10493,2019-COMBNXT-Weekday-01,35951598-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
22-10493,2019-COMBNXT-Weekday-01,35951599-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,2,0
18-10493,2019-COMBNXT-Weekday-01,35951600-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
19-10493,2019-COMBNXT-Weekday-01,35951601-2019-COMBNXT-Weekday-01,Bonner Loop,1,190071,2,0
26-10493,2019-COMBNXT-Weekday-01,35951602-2019-COMBNXT-Weekday-01,Taylor Loop,0,260106,2,0
23-10493,2019-COMBNXT-Weekday-01,35951603-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
21-10493,2019-COMBNXT-Weekday-01,35951604-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
27-10493,2019-COMBNXT-Weekday-01,35951605-2019-COMBNXT-Weekday-01,Casey,1,270124,1,1
24-10493,2019-COMBNXT-Weekday-01,35951606-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,2,0
22-10493,2019-COMBNXT-Weekday-01,35951607-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
20-10493,2019-COMBNXT-Weekday-01,35951608-2019-COMBNXT-Weekday-01,Bonner Loop,0,200057,1,1
25-10493,2019-COMBNXT-Weekday-01,35951609-2019-COMBNXT-Weekday-01,Taylor Loop,1,250114,2,0
23-10493,2019-COMBNXT-Weekday-01,35951610-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
21-10493,2019-COMBNXT-Weekday-01,35951611-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
18-10493,2019-COMBNXT-Weekday-01,35951612-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,2,0
26-10493,2019-COMBNXT-Weekday-01,35951613-2019-COMBNXT-Weekday-01,Taylor Loop,0,260106,2,0
24-10493,2019-COMBNXT-Weekday-01,35951614-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
22-10493,2019-COMBNXT-Weekday-01,35951615-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
28-10493,2019-COMBNXT-Weekday-01,35951616-2019-COMBNXT-Weekday-01,Casey,1,280026,2,0
20-10493,2019-COMBNXT-Weekday-01,35951617-2019-COMBNXT-Weekday-01,Bonner Loop,0,200057,1,1
23-10493,2019-COMBNXT-Weekday-01,35951618-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,2,0
21-10493,2019-COMBNXT-Weekday-01,35951619-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
24-10493,2019-COMBNXT-Weekday-01,35951620-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
18-10493,2019-COMBNXT-Weekday-01,35951621-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180092,1,1
27-10493,2019-COMBNXT-Weekday-01,35951622-2019-COMBNXT-Weekday-01,Casey,1,270124,1,1
19-10493,2019-COMBNXT-Weekday-01,35951623-2019-COMBNXT-Weekday-01,Bonner Loop,1,190071,2,0
23-10493,2019-COMBNXT-Weekday-01,35951624-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
22-10493,2019-COMBNXT-Weekday-01,35951625-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,0
26-10493,2019-COMBNXT-Weekday-01,35951626-2019-COMBNXT-Weekday-01,Taylor Loop,0,260106,1,1
24-10493,2019-COMBNXT-Weekday-01,35951627-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
21-10493,2019-COMBNXT-Weekday-01,35951628-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,2,0
20-10493,2019-COMBNXT-Weekday-01,35951629-2019-COMBNXT-Weekday-01,Bonner Loop,0,200057,2,0
18-10493,2019-COMBNXT-Weekday-01,35951630-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
20-10493,2019-COMBNXT-Weekday-01,35951631-2019-COMBNXT-Weekday-01,Bonner Loop,0,200057,1,1
25-10493,2019-COMBNXT-Weekday-01,35951632-2019-COMBNXT-Weekday-01,Taylor Loop,1,250114,1,1
23-10493,2019-COMBNXT-Weekday-01,35951633-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,1,1
22-10493,2019-COMBNXT-Weekday-01,35951634-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
24-10493,2019-COMBNXT-Weekday-01,35951635-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
21-10493,2019-COMBNXT-Weekday-01,35951636-2019-COMBNXT-Weekday-01,Franklin Loop,1,210058,1,1
18-10493,2019-COMBNXT-Weekday-01,35951637-2019-COMBNXT-Weekday-01,Mitchell Loop,0,180093,1,1
28-10493,2019-COMBNXT-Weekday-01,35951638-2019-COMBNXT-Weekday-01,Casey,1,280026,2,0
28-10493,2019-COMBNXT-Weekday-01,35951639-2019-COMBNXT-Weekday-01,Casey,1,280026,1,1
25-10493,2019-COMBNXT-Weekday-01,35951640-2019-COMBNXT-Weekday-01,Taylor Loop,1,250114,1,1
23-10493,2019-COMBNXT-Weekday-01,35951641-2019-COMBNXT-Weekday-01,Nicholls Loop,1,230048,2,0
22-10493,2019-COMBNXT-Weekday-01,35951642-2019-COMBNXT-Weekday-01,Franklin Loop,0,220045,1,1
24-10493,2019-COMBNXT-Weekday-01,35951643-2019-COMBNXT-Weekday-01,Nicholls Loop,0,240084,1,1
